text,daya_tarik,amenitas,aksesibilitas,citra,harga,sdm
Tempat hiburan murah buat keluarga,none,none,none,netral,positif,none
"tempat hiburan sekaligus tamam edukasi anak, namun sayang koleksi satwanya semakin berkurang dan terkesan tidak terawat",negatif,none,none,negatif,none,none
Tempat hiburan yang cocok untuk bersama keluarga,none,none,none,positif,none,none
Tempat hiburan yang murah meriah di kota Palembang,none,none,none,netral,positif,none
Tempat Hiking👍 …,netral,none,none,none,none,none
"Tempat hutan pinus di kota palembang yang sangat indah, tapi sayang pengelolaan tata ruangnya perlu di perbaiki lagi. Untuk parkiran perlu adanya parkir terpadu agar kita bisa berjalan ke daerah hutan. Bukan mengendarai motor atau mobil. Sehingga anak anak kita bebas untuk berlarian kesana kemari.",positif,negatif,none,netral,none,none
"Tempat ini berada di pusat kota, sayangnya jarang diiklankan sehingga tidak banyak orang yang tahu tentang ini, bahkan dianggap tempat yang bagus untuk acara apa pun",none,none,none,netral,none,none
"tempat ini berada di tengah kota palembang,jadi gampang buat ditemukan...tempatnya asri...banyak pepohonan...koleksi binatang nya pun lumayan lengkap...cocok untuk semua keluarga...",positif,none,positif,positif,none,none
Tempat ini cocok untuk Anda yang ingin melihat pemandangan hijau dari pohon'-pohon pinus dn disini bis dikadikan outbond atau yang ingin mendakan acara outdoor disini banyaknterdapat gazebo,positif,positif,none,positif,none,none
Tempat ini membutuhkan banyak pemeliharaan. Datang dan berkunjunglah meskipun pengelolaannya buruk karena mereka harus bertahan hidup..,none,none,none,negatif,none,none
tempat ini memiliki udara yang segar,none,none,none,positif,none,none
Tempat ini perlu perbaiki. Biar semakin banyak orang yang datang berkunjung.,none,none,none,negatif,none,none
Tempat ini rekomendasi banget sih untuk healing tipis2 dengan keluarga,none,none,none,positif,none,none
Tempat ini sungguh menakjubkan,none,none,none,positif,none,none
Tempat istirahat kurang nyaman nyaman,none,negatif,none,none,none,none
Tempat kebun binatang dan rekreasi di akhir pekan bersama keluarga,netral,none,none,netral,none,none
Tempat keluarga dan wisata alam,none,none,none,netral,none,none
Tempat kita refreshing kalo bersama keluarga,none,none,none,positif,none,none
"Tempat kurang terawat, tiket masuk mahal",none,none,none,negatif,negatif,none
Tempat liburan alternative yg murah,none,none,none,positif,positif,none
tempat liburan bersama keluarga yang aman santai dan edukatif,none,none,none,positif,none,none
tempat liburan keluarga...,none,none,none,netral,none,none
Tempat liburan legend,none,none,none,positif,none,none
Tempat liburan mengasyikan sekaligus melihat banyak kembaran kita 😂 …,positif,none,none,positif,none,none
Tempat liburan nuansa alam,none,none,none,netral,none,none
"Tempat luas, banyak batang Pinus,sayang hewan hewan nya kurang, tempat bermain anak-anak juga kurang, mungkin kedepannya bisa lebih baik lagi",negatif,none,none,negatif,none,none
"Tempat lumayan bagus... Bnyk jg satwa nya dgn pohon""vinus yg tua",positif,none,none,positif,none,none
"Tempat lumayan bersih, akses mudah dijangkau ., Cuma agak sedikit kurang banyak koleksi hewannya",negatif,none,positif,netral,none,none
"Tempat melepas lelah serasa di dalam hutan, cocok buat liburan keluarga",none,none,none,positif,none,none
Tempat menarik,none,none,none,positif,none,none
"Tempat menarik utk wisata dgn keluarga, murah dgn nuansa alam",none,none,none,positif,positif,none
Tempat merasakan suasana hutan di palembang,none,none,none,netral,none,none
"Tempat mudah dijangkau dari pusat kota, perlu dikelola dengan lebih profesional agar terus bisa menjadi tempat wisata andalan.",none,none,positif,negatif,none,none
tempat ny asri tapi sayang ...biaya tiket masyk nya cukup mahal,none,none,none,positif,negatif,none
"Tempat ny msih kurang d maksimalkan, parkir dan masuk ny kmahalan",none,none,none,negatif,negatif,none
Tempat nya adem banyak binatang,netral,none,none,positif,none,none
"Tempat nya asri buangettt, bandung versi palembang, mudah2an dimaksimalkan, focusnya di pinus yg hutan rawa sebelah di blok atau hilang biar aman dri hama, perlu dibuat even & di expose lagi",netral,none,none,netral,none,none
Tempat nya bagus & sekarang sdh ada wahana tempat bermain air,positif,none,none,positif,none,none
Tempat nya bagus bngt,none,none,none,positif,none,none
"Tempat nya bagus untuk piknik bareng keluarga ataupun temen, dan oke juga buat foto-foto dengan latar pepohonan hijau yang tinggi. Harga tiket nya juga murah",positif,none,none,positif,positif,none
"Tempat nya bagus, cozy, tp kurang byak tempat makan, lebih baik bawa makanan dari rumah",none,negatif,none,positif,none,none
"Tempat nya bagus. Cuma sangat kurang dirawat sama pemerintah,dulu banyak banget hewan 2 sekarang mulai punah juga disini.",netral,none,none,netral,none,none
Tempat nya bersih,none,none,none,positif,none,none
Tempat nya indah dan alami,none,none,none,positif,none,none
"Tempat nya keren, bagus. Asyik buat ngajak keluarga tamasya. Tapi sayang banyak orang yang pacaran.",none,none,none,netral,none,none
tempat nya kerenn...,none,none,none,positif,none,none
"Tempat nya kurang menarik, karna gk ada binatang ny,",negatif,none,none,negatif,none,none
"Tempat nya luas, sejuk karna banyak nya pepohonan, namun kurang terawat",none,none,none,netral,none,none
Tempat nya lumayan luas tapi seperti nya kurang terawat dengan baik.,none,none,none,negatif,none,none
Tempat nya masih asri,none,none,none,positif,none,none
"Tempat nya menyenangkan ada kolam,,pepohonan yang indah,bisa santai santai...",positif,none,none,positif,none,none
Tempat nya ok,none,none,none,positif,none,none
Tempat nya panas,none,none,none,negatif,none,none
"Tempat nya sebenarnya enak utk wisata, namun sangat kurang perawatan dan kurang tertata dg rapi, kurang ada tempat khusus untuk kuliner, sebaiknya tempat wisata ini perlu mendapat perhatian khusus, agar menambah daya tarik pengunjung sehingga menambah pendapatan bagi pengelola.",none,negatif,none,netral,none,none
Tempat nya sejuk dan menyenangkan untuk berlibur bersama keluarga tercinta,none,none,none,positif,none,none
Tempat nya sejuk dan udaranya segar tp sayang tidak d kelola dgn baik dan tidak ada pengembangan yg bs mjdkan punti kayu menjadi destinasi yg rekomendasi... Klw menurut sy bs dikembangkan buat wisata edukasi pertanian dan perikanan jd lebih menarik... Apalagi berada ditengah kota dgn akses yg mudah...,none,none,positif,netral,none,none
"Tempat nya sejuk, banyak objek foto dan salah satu tempat Palembang yg okee",positif,none,none,positif,none,none
"Tempat nya sejuk, tp mohon ya di jaga kelestariannya. Kerja sama nya terhadap pengurus dan pengunjung, jgn di rusak, Apa LG buat mesum2 disana!",none,none,none,netral,none,none
Tempat nya seru dan romantis,none,none,none,positif,none,none
Tempat nyaman buat ngadem,none,none,none,positif,none,none
Tempat nyaman utk keluarga berlibur,none,none,none,positif,none,none
Tempat nyantai sambil lihat2 pemandangan alamnya,positif,none,none,positif,none,none
"tempat oke, fasilitas yang kurang optimal",none,negatif,none,netral,none,none
Tempat outdoor yg bagus smoga makin berkembang,none,none,none,netral,none,none
Tempat pariwisata kota Palembang,none,none,none,netral,none,none
Tempat pariwisata Palembang tapi sayang hewannya sudah jadi patung sebagian tidak seperti dulu,negatif,none,none,none,none,none
Tempat pelepas penat... kalo dulu...???,none,none,none,netral,none,none
Tempat piknik,none,none,none,netral,none,none
"Tempat piknik cocok nih sama keluarga, untuk hewan nya sendiri sudah banyak yg tidak ada. Seperti kuda, gajah dll",netral,none,none,positif,none,none
Tempat piknik sekaligus fotografi,none,none,none,netral,none,none
Tempat ramai,none,none,none,netral,none,none
Tempat refreshing,none,none,none,netral,none,none
Tempat rekreasi,none,none,none,netral,none,none
"Tempat rekreasi alam di tengah kota, suasana sejuk dan asri dengan nuansa yang berbeda untuk di kawasan tengah kota Palembang. Sayangnya kurang dikelola secara maksimal dan profesional. Salah satu contoh, kebun binatang masih belum terawat. Saya rasa kalau dikelola secara profesional akan menambah nilai plus untuk taman wisata alam ini.",negatif,none,none,netral,none,none
Tempat rekreasi anak,none,none,none,netral,none,none
Tempat rekreasi baru di palembang,none,none,none,netral,none,none
Tempat rekreasi di Pal3mbang,none,none,none,netral,none,none
"Tempat rekreasi dlm kota, sekarang sudah banyak spot foto dan permainan disini",positif,none,none,netral,none,none
Tempat rekreasi keluarga,none,none,none,netral,none,none
"Tempat rekreasi keluarga yg asri, tp tetap hati2 kadang monyetnya suka ambil barang",negatif,none,none,netral,none,none
Tempat rekreasi keren & banyak hewan peliharaan,positif,none,none,positif,none,none
Tempat rekreasi kluarga...mantaaap,none,none,none,positif,none,none
Tempat rekreasi masa kecil favorit 😊 …,none,none,none,positif,none,none
"Tempat rekreasi nya orang Palembang nih, biaya masuk cukup menguras kantong. Dan setau saya tiap masuk wahana mesti bayar lagi😎 …",none,none,none,netral,negatif,none
"Tempat rekreasi paling mantep ni, masih asri banget",none,none,none,positif,none,none
Tempat rekreasi wisata alama yg ada di kota palembang,none,none,none,netral,none,none
Tempat rekreasi yang baik. Tetapi sayang kurang perawatan tempatnya.,none,none,none,netral,none,none
Tempat rekreasi yang lumayan menarik utk dikunjungi,none,none,none,positif,none,none
Tempat rekreasi yang menyenangkan untuk keluarga pas untuk Anda yang ingin bersantai menghirup udara segar,none,none,none,positif,none,none
tempat rekreasi yg asik tp msh kurang kebersihannya,none,none,none,netral,none,none
Tempat rekreasi.. warga palembang sumatera selatan.,none,none,none,netral,none,none
Tempat rekreasi/Cagar alam adalan kota Palembang ini selain itu pungsi lainnya menjadi paru-paru untuk masyarakat wong Kito.,none,none,none,positif,none,none
Tempat replesing,none,none,none,netral,none,none
Tempat santai bersama keluarga,none,none,none,netral,none,none
Tempat santai keluarga dan oacar,none,none,none,netral,none,none
Tempat sejuk di tengah kota...walau di siang hari,none,none,none,positif,none,none
"Tempat strategis di kota tp perawatan kurang, banyak wahana terbengkalai",none,none,none,negatif,none,none
"tempat taman luar ruangan yang bagus di jantung kota palembang, banyak monyet disekitarnya. udara segar yang bagus",netral,none,none,positif,none,none
"Tempat taman wisata yg suka sama alam terbuka..dan yg mau refreshing...silahkan kunjungi yaa....ajak keluarga, teman dan kerabat",none,none,none,netral,none,none
Tempat tamasya orang palembang,none,none,none,netral,none,none
Tempat terbaik,none,none,none,positif,none,none
Tempat terbaik untuk membawa keluarga rekreasi menikmati satu2nya hutan kota di Palembang.,none,none,none,positif,none,none
TempAt u menghilangkan penat tpt santai bersama klrga bisa jg untuk piknik,none,none,none,positif,none,none
"Tempat untuk berakhir pekan jika ingin berdekatan dengan alam. Suasananya adem, dan banyak pohon-pohon pinus yang memberikan kesan sejuk. Ada taman miniatur landmark dunia, koleksi beberapa hewan, tempat outbond untuk rekreasi seperti flying fox. Didalam banyak space untuk kemping. Ada warung yang menjual berbagai minuman. Juga ada yang menjual kopi, pilihan kopi hazzelnutnya enak. Hati-hati banyak monyet liar disini. Pilihan yang tempat untuk nongkrong bersama pacar atau keluarga jika bosan ke mall.",positif,positif,none,positif,none,none
"Tempat untuk bersantai di alam. Sebagian besar barang di sana cukup murah. Tempat yang bagus untuk menikmati waktu bersama keluarga Anda di palembang. Btw, hati-hati dengan monyet liar",netral,none,none,positif,positif,none
Tempat usaha,none,none,none,none,none,none
Tempat wisata,none,none,none,netral,none,none
Tempat wisata alam,none,none,none,netral,none,none
"Tempat wisata alam & keluarga yang bagus, alami & potensial di tengah kota Palembang.. sayang kurang perawatan & pengembangan..",none,none,none,netral,none,none
"Tempat wisata alam alternatif dalam kota, Nyaman dan cukup banyak spot foto bagi instagramabel",positif,none,none,positif,none,none
tempat wisata alam cocok utk rekreasi personal and family,none,none,none,positif,none,none
"Tempat wisata alam di palembang, kalo sekarang lebih baik dr pd tempo dulu. Sudah ada replika bangunan terkenal di dunia, hanya saja fasilitas nya blm terlalu baik mulai dr toilet dan mushola yg seada nya saja.",positif,negatif,none,netral,none,none
Tempat wisata alam di tengah kota,none,none,none,netral,none,none
"Tempat wisata alam di tengah kota,... Tinggal perawatan dan kebersihannya ditingkatkan lg",none,none,none,negatif,none,none
"Tempat wisata alam dipalembang,cm syg g begitu terawat",none,none,none,negatif,none,none
Tempat wisata alam ditengah kota enak untuk melepas penat di akhir pekan,none,none,none,positif,none,none
tempat wisata alam juga byk kera bermukim.tidak luas tapi ada aula2 kecil untuk bersantai.,netral,positif,none,netral,none,none
Tempat wisata Alam kota Palembang,none,none,none,netral,none,none
Tempat wisata alam satu satunya di Palembang,none,none,none,netral,none,none
Tempat wisata alam terbaik di kota palembang,none,none,none,positif,none,none
"Tempat wisata alam yang asri, cocok untuk rekreasi keluarga. Pepohonan rindang membuat lokasi ini sangat teduh. Sayangnya lahan parkir kurang diperhatikan, pengunjung memarkirkan mobil di sepanjang jalan area hutan wisata.",none,negatif,none,positif,none,none
Tempat wisata alam yang cocok dikunjungi bersama keluarga,none,none,none,positif,none,none
Tempat wisata alam yang cukup menarik dan nyaman,none,none,none,positif,none,none
Tempat wisata alam yang mantap..biaya masuk yang murah..berada di tengah kota Palembang..akses kesana yang mudah..dan hutan yg masih terjaga keasriannya ditambah monyet-monyet liar yang eksotis,positif,none,positif,positif,positif,none
Tempat wisata alam yang sangat baik dan hemat..,none,none,none,positif,positif,none
Tempat wisata alami enak buat nyantsi. Mkn bsama dan acara meeting atau ultah,none,none,none,positif,none,none
"Tempat wisata bernuansa alam berada di Km 6. Terdapat banyak kera yang bebas berkeliaran, jinak, dapat berbahaya. Terdapat juga pertunjukkan ular oleh pawangnya. Ada bagian dimana miniatur dari tempat-tempat terkenal dunia seperti Memara Eiffel dari Perancis. Bagus untuk foto-foto sendiri atau bersama keluarga. Ada pula tempat untuk outbond. Biasanya disewakan untuk pelatihan-pelatihan outbond. Udaranya segar, sejuk, nyaman. Bagus dan sangat direferensikan untuk refreshing dari kepenatan kerja.",netral,none,none,positif,none,none
"Tempat wisata berupa kebun binatang, wahana permainan, dan trdapat tempat foto foto",positif,none,none,none,none,none
Tempat wisata botani yang luas di Kota Palembang. Tapi harga tiket masuk lokasi dan masuk wahana beda lagi. Kena 2x tiket. Overall bagus jadi tempat wisata keluarga.,none,none,none,positif,netral,none
Tempat wisata dalam kota palembang yang murah.,none,none,none,netral,positif,none
Tempat wisata dan hiburan keluarga,none,none,none,netral,none,none
Tempat wisata di kota palembang,none,none,none,netral,none,none
"Tempat wisata di kota palembang yang akses jalannya mudah, untuk yang berkendara umum bisa naik TM karena ada haltenya, Untuk masuk gerbang utama Punti Kayu bayar karcis dan biaya parkir (bagi yang berkendara pribadi), dan di dalam punti …",none,none,positif,none,netral,none
"tempat wisata di kota palembang yang sejuk, ada berbagai wahana dan miniatur landmark berbagai tmpt di dunia",positif,none,none,positif,none,none
"Tempat wisata di Kota Palembang. Masuk gerbang depan ada biaya untuk mobil dan dihitung per orang. Di dalam ada lagi lokasi seerti kebun binatang dll. Untuk masuk dikenakan biaya. Untuk biayanya tidak terlalu mahal. Coba masuk ke kebun binatang. Hewannya lumayan banyak. Tapi tempatnya kurang nyaman. Ada beberapa arena lain seperti ikon negara2, flying fox, dll. Banyak monyet liar di area parkir. Tapi monyetnya cukup jinak. Jd bisa didekati kasih makanan. Pohon pinus di area flying fox bagus ut lokasi foto. Lokasi ini sering jadi tempat foto prewedding.",positif,none,none,netral,positif,none
Tempat wisata di palembang. Seperti kbn raya Bogor.,none,none,none,netral,none,none
"Tempat wisata di tengah kota, cocok untuk keluarga berwisata sambil belajar untuk mengenalkan tentang alam kepada anak"".",none,none,none,positif,none,none
Tempat Wisata dlm kota kebanggaan Wong Plembang.... 💯💯💯👍👍👍👍 …,none,none,none,positif,none,none
Tempat wisata hutan punti kayu adalah tempat wisata yg berada di dlm wilayah kota palembang... cukup nyaman utk wisata keluarga sebab lokasinya yg ada di dlm kota. Kita bisa berkendara sambil menikmati hutan pinus atau cemara dan satwa …,none,none,positif,positif,none,none
"Tempat wisata ini cocok sekali untuk anda dan keluarga,pengalaman saya dan kelurga waktu itu memang sangat bagus sekali untuk mengedukasi anak berbagai macam aneka budaya nusantara juga berbagai macam hewani juga tersedia sehingga anak2 senang berlama lama disana namun yg menjadi kendala adalah kurangnya fasilitas kamar mandi umum,ini menyusahkan para pengunjung dan ini mohon diperhatikan untuk kenyamanan bersama,terimakasih",positif,negatif,none,netral,none,none
Tempat wisata kebanggan kota palemang. Di kota masih ada lahan kebunnya,none,none,none,positif,none,none
Tempat Wisata Keluarga,none,none,none,netral,none,none
Tempat wisata keluarga benuansa alam.cantik buat foto foto. Per wahana ada tiket masuknya ckp menguras kantong kl rombongan. Banyak monyet liar yg kelaparan. Sayangnya kebun binatang tdk terawat baik.,negatif,none,none,netral,negatif,none
Tempat wisata keluarga dan taman kota yang indah,none,none,none,positif,none,none
Tempat wisata keluarga dengan nuansa pohon pinus.lokasi pinggir jalan raya.,none,none,none,netral,none,none
Tempat wisata keluarga dengan suasa hutan pinus yang damai,none,none,none,positif,none,none
"Tempat wisata keluarga dipusat kota Palembang, wisata alam dan rekreasi yang menyegarkan.",none,none,none,positif,none,none
Tempat wisata keluarga utk menikmati suasana hutan pinus,positif,none,none,positif,none,none
Tempat wisata keluarga yang asik,none,none,none,positif,none,none
Tempat wisata keluarga yg legendaris dan strategis Palembang #lebihbaik bersama #ishakyudha #coblosnmr3 #27juni2018,none,none,none,positif,none,none
Tempat wisata keluarga yg nyaman,none,none,none,positif,none,none
Tempat wisata n rekreasi bagi keluarga,none,none,none,netral,none,none
Tempat wisata nya bagus Sejuk Tapi sayang tidak terawat …,none,none,none,netral,none,none
Tempat wisata oke,none,none,none,positif,none,none
"Tempat wisata Palembang yang hampir terlupakan, keadaannya lebih suram dari terakhir kunjungan saya kesana 10 tahun yang lalu. Beberapa tempat terlihat seperti tidak dirawat,semakin menegaskan tempat ini kurang dikelola dgn baik. Rumput liar , sampah dedaunan dan sampah pengunjung mudah terlihat disini. Wahana kebun binatang yg hanya berisi kucing dan ayam, bikin saya tambah kecewa. Beruntung pepohonan tua yg dikelilingi hamparan rumput ditengah kebun wisata ini sedikit mengobati rasa kecewa saya, ditambah beberapa patung yang lumayan bagus untuk berfoto. Berharap kebun wisata ini bisa dikelola menjadi lebih baik ,agar bisa menjadi wahana utama tujuan wisata Kota Palembang",netral,none,none,negatif,none,none
"Tempat wisata punti kayu sangat memprihatinkan sekarang berbeda dari yang dahulu, sangat-sangat tidak terawat. kepada pihak pengelola agar di perbaiki.",none,none,none,negatif,none,none
Tempat Wisata terbaik dari Kota Kebumen,none,none,none,none,none,none
Tempat wisata ternyaman di palembang karena udara di dalam sini sejuk sebab banyak pohon pinus. Tapi hewan2 disini mulai sedikit dan ngak menarik lagi buat masuk ke wahana hewan.,netral,none,none,positif,none,none
"Tempat wisata yang adem di tengah panasnya kota palembang. Masih ada monyet2 dan asri, banyak wahana permainan. Kalo dipercantik lg pasti bakal lebih ramai.",positif,none,none,positif,none,none
Tempat wisata Yang bagus,none,none,none,positif,none,none
"Tempat Wisata yang banyak menjadi pilihan masyarakat Palembang. Tempat yang sudah cukup bersih dan menawarkan berbagai jenis wisata. Satu lagi, ada tempat-tempat yang cukup cantik untuk berfoto ria. :D",positif,none,none,positif,none,none
"tempat wisata yang cocok untuk keluarga, ada waterboom untuk anak2 berenang, ada beberapa hewan yabg dapat kita kenalkan pada anak2, tempatnya asri sejuk dan menyenangkan,ada permainana bebek2an, yang baru ada taman burung dan rumah hobit.",positif,none,none,positif,none,none
Tempat wisata yang cukup bagus untuk keluarga.....,none,none,none,positif,none,none
Tempat wisata yang kurang terawat. Di dalam punti kayu ada kebun binatang. Tiket masuk 10rb tapi sayangnya binatang di dalam sangat tidak terawat. Kebanyakan patung binatang dan unggas. Seharusnya di jadikan taman unggas saja,negatif,none,none,negatif,netral,none
"Tempat wisata yang legend banged. Ada Semacam kebun binatangnya, kolam renang, dan aneka ragam tanaman. Kalo dulu sih sering diadakan festival band dan penampilan penyanyi papan atas, ga tau deh kalo sekarang. 🤩 …",positif,none,none,positif,none,none
Tempat wisata yang menyenangkan,none,none,none,positif,none,none
Tempat wisata yang pas untuk mwmbawa anak anak kecil,none,none,none,positif,none,none
"Tempat wisata yang sebenarnya lumayan bagus di tengah kota Palembang, tapi kurang terawat dan banyak fasilitas yang terbengkalai dan rusak. Akan lebih baik kalau di kelola dan diperbaiki lagi, untuk taman rekreasi dan edukasi. Banyak replika ikon kota-kota besar negara-negara asing yang bisa dikenalkan kepada anak-anak.",netral,negatif,none,netral,none,none
"Tempat wisata yang seharusnya bisa menjadi sarana rekreasi bagi warga Palembang dan sekitarnya ataupun para wisatawan dari luar Palembang. Hanya butuh lebih banyak oeehatian dari pihak pengelola dalam hal kebersihan, keamanan dan juga FASUM yang ada di dalam Kasawan TWA Punti Kayu.",none,none,none,negatif,none,none
"Tempat wisata yg bagus, asri, nyaman, banyak wahana",positif,none,none,positif,none,none
Tempat wisata yg bagus👍👍 Suasana yg adem dan tenang.. (Cocok buat keluarga) …,none,none,none,positif,none,none
Tempat wisata yg cukup menyenangkan untuk melepas penat brsama teman maupun brsama keluarga,none,none,none,positif,none,none
Tempat wisata yg cukup nyan,none,none,none,positif,none,none
Tempat wisata yg udara nya masih sejuk alami,none,none,none,positif,none,none
tempat wisatah penu sejarah,none,none,none,netral,none,none
"Tempat wisaya yg akrab dengan hutan pinus, sangan nyaman, sejuk dan menyenangkan🎉🤗👌👋🐵🐒🐴🦄 …",positif,none,none,positif,none,none
Tempat yang adem di kota Palembang salah satunya ya disini Guys... hahahaha,none,none,none,positif,none,none
Tempat yang asik buat bersantai,none,none,none,positif,none,none
Tempat yang asik utk liburan keluarga,none,none,none,positif,none,none
Tempat yang asyik untuk mengasuh anak..,none,none,none,positif,none,none
Tempat yang bagus,none,none,none,positif,none,none
Tempat yang bagus dan keren,none,none,none,positif,none,none
"Tempat yang bagus dan nyaman untuk piknik, terletak di pusat kota. Namun sangat membutuhkan pengelolaan baru, banyak sampah dan beberapa fasilitas serta hiburan terutama kebun binatang yang kondisinya buruk",negatif,negatif,none,netral,none,none
"Tempat yang bagus di tengah kota,,,",none,none,none,positif,none,none
Tempat yang bagus juga dijalankan,none,none,none,positif,none,none
Tempat yang bagus tapi manajemennya buruk,none,none,none,netral,none,none
Tempat yang bagus untuk berwisata,none,none,none,positif,none,none
Tempat yang bagus untuk anak-anak,none,none,none,positif,none,none
Tempat yang bagus untuk anak-anak..,none,none,none,positif,none,none
Tempat yang bagus untuk bergaul dengan teman,none,none,none,positif,none,none
Tempat yang bagus untuk berkemah,none,none,none,positif,none,none
Tempat yang bagus untuk berkemah bersama keluarga hahaha,none,none,none,positif,none,none
Tempat yang bagus untuk berkumpul bersama keluarga.,none,none,none,positif,none,none
Tempat yang bagus untuk berkumpul 💪💪 …,none,none,none,positif,none,none
Tempat yang bagus untuk berlibur bersama keluarga,none,none,none,positif,none,none
tempat yang bagus untuk bersantai bersama keluarga,none,none,none,positif,none,none
tempat yang bagus untuk bersantai bersama keluarga di palembang,none,none,none,positif,none,none
Tempat yang bagus untuk bersenang-senang bersama teman dan keluarga,none,none,none,positif,none,none
"Tempat yang bagus untuk berwisata bareng keluarga, teman, pacar, partner kamu, atau outbond bareng dengan kelompokmu. Disana juga tersedia miniatur miniatur keajaiban dunia yang bagus bagus untuk menjadi spot berfoto, View yang disediakan juga berupa alam yang hijau hijau. Disana juga tersedia flyingfox dimana kamu dapat menaikinya dengan rogoh kocek sebesar dua puluh lima ribu saja untuk sekali putaran.",positif,none,none,positif,netral,none
Tempat yang bagus untuk dikunjungi,none,none,none,positif,none,none
tempat yang bagus untuk keluarga,none,none,none,positif,none,none
Tempat yang bagus untuk keluarga jangan lupa membawa.... makanan,none,none,none,positif,none,none
Tempat yang bagus untuk liburan dengan keluarga,none,none,none,positif,none,none
Tempat yang bagus untuk liburan😬 …,none,none,none,positif,none,none
"Tempat yang bagus untuk mengambil foto prewedding, tapi tidak gratis",none,none,none,positif,netral,none
Tempat yang bagus untuk menutup alam dalam diri Anda,none,none,none,positif,none,none
Tempat yang bagus untuk piknik,none,none,none,positif,none,none
Tempat yang bagus untuk piknik atau kumpul keluarga menikmati suasana hijau. Sekarang biaya masuknya 25 ribu perorangan saat weekend tapi kita bisa masuk kesemua wahana. Menurut saya tempat yang paling bagus untuk ambil foto itu di wahana replika dan logo punti kayu saja. Wahana lain seperti indian village sepertinya masih kurang dibenahi. Hewan-hewanya juga tidak terlalu banyak,netral,none,none,positif,netral,none
Tempat yang bagus untuk piknik bersama keluarga atau teman,none,none,none,positif,none,none
Tempat yang bagus untuk rekreasi.,none,none,none,positif,none,none
"tempat yang bagus, hijau di kota",none,none,none,positif,none,none
Tempat yang bagus...keindahan alam,none,none,none,positif,none,none
Tempat yang buruk,none,none,none,negatif,none,none
tempat yang buruk tidak menarik setiap tempat membayar!!,negatif,none,none,negatif,negatif,none
tempat yang cocok untuk bersamtai baik sendiri maupun bersama keluarga. berada tidak jauh dari pusat kota,none,none,positif,positif,none,none
"Tempat yang cocok untuk berwisata di Palembang, terutama yang suka suasana alam. Ada mini zoo, canopy, outbound, kolam renang, jembatan gantung dan lain-lain. Kekurangannya hanya banyak nyamuk dan untuk kondisi hewannya butuh perhatian lebih.Selebihnya bagus2 aja. Tambahan, monyetnya banyak sekali sehingga bisa jadi daya tarik tersendiri.",positif,none,none,netral,none,none
Tempat yang cocok untuk rekreasi keluarga di kota palembang,none,none,none,positif,none,none
Tempat yang direkomendasikan untuk tim Anda,none,none,none,positif,none,none
Tempat yang enak buat rekreasi bersama keluarga dan teman..,none,none,none,positif,none,none
Tempat yang luas...sayang kurang terawat..dibiarkan seadanya...sepi...gak seperti yang ada dalam artikel internet,none,none,none,negatif,none,none
Tempat yang lumayan nyaman utk wisata dalam kota palembang,none,none,none,positif,none,none
Tempat yang menyenangkan untuk keluarga,none,none,none,positif,none,none
Tempat yang nyaman,none,none,none,positif,none,none
"Tempat yang nyaman dengan lokasi yang luas dan rindang untuk berkumpul bersama teman-teman berfoto bersama, piknik, dan bermain wahana-wahana yg ada. Menyenangkan!!",positif,none,none,positif,none,none
Tempat yang nyaman untuk keluarga,none,none,none,positif,none,none
Tempat yang nyaman untuk rekreasi bersama keluarga/teman dekat,none,none,none,positif,none,none
Tempat yang paling asri di kota palembang,none,none,none,positif,none,none
Tempat yang pas untuk berlibur bersama keluarga ditengah kota.,none,none,none,positif,none,none
Tempat yang penuh dengan udara segar dan tempat pendidikan,none,none,none,positif,none,none
"Tempat yang sangat teduh untuk dikunjungi bersama keluarga, hanya saja setiap tempat yg ingin dimasuki harus dibayar terpisah.",none,none,none,positif,netral,none
Tempat yang sejuk dan rekreasi keluarga. Untuk kebersihan dan keindahan di setiap wahana harus ditingkatkan lagi 👍 …,negatif,none,none,netral,none,none
"Tempat yang sejuk ditengah kota, fasilitas cukup lengkap dan cukup luas untuk menghilangkan penat sehari - hari",none,positif,none,positif,none,none
Tempat yang Tenang untuk kumpul Bareng Keluarga,none,none,none,positif,none,none
Tempat yg asri di tengah kota. Sayang kotak sampahnya masih sangat minim sehingga banyak yg buang sampah sembarangan. Tiap masuk area tertentu jg harus bayar lg. Jd terkesan agak mahal,none,negatif,none,netral,negatif,none
"Tempat yg asri,sayang kotor tidak terurus..",none,none,none,netral,none,none
Tempat yg bagus,none,none,none,positif,none,none
"tempat yg bagus buat cari oksigen di pagi hari n sore hari, banyak spot foto",positif,none,none,positif,none,none
tempat yg bagus buat wisata di palembang,none,none,none,positif,none,none
"Tempat yg bagus dan sejuk,tempat bermain sejak kecil ku",none,none,none,positif,none,none
Tempat yg bagus untuk prewed dll.,none,none,none,positif,none,none
Tempat yg bagus untuk rekreasi keluarga,none,none,none,positif,none,none
Tempat yg bagus untuk santai bareng keluarga. Sayangnya area bermain untuk anak kurang terawat. Semoga kedepannya dapat diperbaiki.,none,none,none,netral,none,none
"Tempat yg bagus, tapi terlalu banyak sampah yg berserakan.",none,none,none,netral,none,none
Tempat yg baik untuk berteduh di tengah kota Palembang Jeep ofroadnya sedang dalam perbaikan,netral,none,none,positif,none,none
Tempat yg cocok utk liburan bersama keluarga,none,none,none,positif,none,none
